,month,day,year,city,state,nwound,nkill,naff,suicide,killed_by_police,source_quoted,shots_fired_at_schoolgrounds,shots_fired_at_bar_nightclub_stripclub,shots_fired_at_home,gender,location,lon,lat,date,Time
187,9,24,2009,Mount Airy,MD,NA,NA,3,1,0,1,0,0,1,1,"Mount Airy, MD",-77.154704,39.3762145,9/24/2009,1727
188,9,24,2009,Lakewood,NJ,4,0,4,0,0,1,0,0,1,1,"Lakewood, NJ",-74.2097014,40.082129,9/24/2009,1727
189,9,22,2009,Decatur,GA,1,3,4,0,0,1,0,0,1,1,"Decatur, GA",-84.2963123,33.7748275,9/22/2009,1725
190,9,18,2009,Baltimore,MD,NA,NA,4,0,0,1,0,0,0,NA,"Baltimore, MD",-76.6121893,39.2903848,9/18/2009,1721
191,9,7,2009,Kansas City,MO,5,0,5,0,0,1,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,9/7/2009,1710
192,9,6,2009,Indianapolis,IN,3,1,4,0,0,1,0,0,0,1,"Indianapolis, IN",-86.158068,39.768403,9/6/2009,1709
193,9,6,2009,Lindenwold,NJ,NA,NA,5,0,0,1,0,0,1,1,"Lindenwold, NJ",-74.9851678,39.8201681,9/6/2009,1709
194,9,5,2009,Carbondale,IL,NA,NA,4,0,0,1,0,0,0,NA,"Carbondale, IL",-89.2167501,37.7272727,9/5/2009,1708
195,9,5,2009,Holden,LA,1,3,4,1,0,1,0,0,1,1,"Holden, LA",-90.6694787,30.5039849,9/5/2009,1708
196,8,31,2009,Danville,VA,NA,NA,5,1,0,1,0,0,0,1,"Danville, VA",-79.3950228,36.5859718,8/31/2009,1703
197,8,30,2009,Moss Point,MS,6,1,7,0,0,1,0,1,0,NA,"Moss Point, MS",-88.5344601,30.4115881,8/30/2009,1702
198,8,29,2009,Brentwood,NY,NA,NA,4,0,0,1,0,0,1,NA,"Brentwood, NY",-73.2462273,40.7812093,8/29/2009,1701
199,8,27,2009,Lawrenceville,GA,1,4,5,0,0,1,0,0,1,1,"Lawrenceville, GA",-83.9879625,33.9562149,8/27/2009,1699
200,8,21,2009,Salisbury,MD,NA,NA,5,0,0,1,0,0,1,NA,"Salisbury, MD",-75.5993692,38.3606736,8/21/2009,1693
201,8,16,2009,Langston,OK,NA,NA,4,0,0,1,1,0,0,NA,"Langston, OK",-97.2553142,35.9450505,8/16/2009,1688
202,8,16,2009,Inglewood,CA,NA,NA,5,0,0,1,0,0,1,NA,"Inglewood, CA",-118.3531311,33.9616801,8/16/2009,1688
203,8,16,2009,Menomonie,WI,1,3,4,1,0,1,0,0,1,1,"Menomonie, WI",-91.9193422,44.8755183,8/16/2009,1688
204,8,16,2009,Miramar,FL,1,3,4,0,0,1,0,0,1,NA,"Miramar, FL",-80.3035602,25.9860762,8/16/2009,1688
205,8,15,2009,Katy,TX,0,3,3,1,0,1,0,0,1,1,"Katy, TX",-95.8245093,29.7857765,8/15/2009,1687
206,8,15,2009,Washington,DC,NA,NA,7,0,0,1,0,0,0,NA,"Washington, DC",-77.0368707,38.9071923,8/15/2009,1687
207,8,11,2009,St.Louis,MO,3,1,4,0,0,1,0,0,1,1,"St.Louis, MO",-90.1994042,38.6270025,8/11/2009,1683
208,8,7,2009,Roslyn Heights,NY,1,2,3,1,0,1,0,0,1,1,"Roslyn Heights, NY",-73.6473511,40.7887117,8/7/2009,1679
209,8,5,2009,Buffalo,NY,3,2,5,0,0,1,0,0,0,NA,"Buffalo, NY",-78.8783689,42.8864468,8/5/2009,1677
210,8,4,2009,Atlantic City,NJ,3,1,4,0,0,1,0,0,0,NA,"Atlantic City, NJ",-74.4229266,39.3642834,8/4/2009,1676
211,8,4,2009,Oxon Hill,MD,3,1,4,0,0,1,0,0,1,NA,"Oxon Hill, MD",-76.9897278,38.8033178,8/4/2009,1676
212,8,4,2009,Collier,PA,9,3,12,0,0,1,0,0,0,1,"Collier, PA",-80.1162603,40.3832942,8/4/2009,1676
213,8,1,2009,Dyersburg,TN,1,2,3,1,0,1,0,0,0,1,"Dyersburg, TN",-89.3856281,36.0345159,8/1/2009,1673
214,7,28,2009,Clifton,CO,NA,NA,4,0,0,1,0,0,1,NA,"Clifton, CO",-108.4489784,39.0919256,7/28/2009,1669
215,7,25,2009,Aurora,CO,3,1,4,0,0,1,0,0,0,NA,"Aurora, CO",-104.8319195,39.7294319,7/25/2009,1666
216,7,24,2009,Long Beach,CA,NA,NA,5,0,0,1,0,0,1,NA,"Long Beach, CA",-118.1937395,33.7700504,7/24/2009,1665
217,7,22,2009,Houston,TX,NA,NA,6,0,0,1,1,0,0,NA,"Houston, TX",-95.3698028,29.7604267,7/22/2009,1663
218,7,20,2009,Newark,NJ,NA,NA,5,0,0,1,0,0,0,NA,"Newark, NJ",-74.1723667,40.735657,7/20/2009,1661
219,7,18,2009,Omaha,NE,5,1,6,0,0,1,0,0,0,NA,"Omaha, NE",-95.9345034,41.2565369,7/18/2009,1659
220,7,16,2009,Jersey City,NJ,NA,1,5,0,0,1,0,0,1,NA,"Jersey City, NJ",-74.0431435,40.7177545,7/16/2009,1657
221,7,15,2009,Bakersfield,CA,2,2,4,0,0,1,0,0,1,NA,"Bakersfield, CA",-119.0187125,35.3732921,7/15/2009,1656
222,7,11,2009,Concord,NC,3,1,4,0,0,1,0,0,0,NA,"Concord, NC",-80.579511,35.4087517,7/11/2009,1652
223,7,10,2009,Austell,GA,3,1,4,0,0,1,0,0,1,NA,"Austell, GA",-84.6343783,33.8126059,7/10/2009,1651
224,7,8,2009,New Orleans,LA,4,0,4,0,0,1,0,0,0,1,"New Orleans, LA",-90.0715323,29.9510658,7/8/2009,1649
225,7,7,2009,St.Louis,MO,4,0,4,0,0,1,0,0,0,NA,"St.Louis, MO",-90.1994042,38.6270025,7/7/2009,1648
226,7,6,2009,Overtown,FL,10,2,12,0,0,1,0,0,0,NA,"Overtown, FL",-80.2014543,25.7839802,7/6/2009,1647
227,7,1,2009,Simi Valley,CA,3,1,4,0,0,1,0,0,0,1,"Simi Valley, CA",-118.781482,34.2694474,7/1/2009,1642
228,6,29,2009,Akron,OH,4,1,5,0,0,1,0,0,0,NA,"Akron, OH",-81.5190053,41.0814447,6/29/2009,1640
229,6,27,2009,Pico Rivera,CA,NA,3,10,0,0,1,0,0,0,NA,"Pico Rivera, CA",-118.096735,33.9830688,6/27/2009,1638
230,6,27,2009,New Orleans,LA,NA,3,13,0,0,1,0,0,0,NA,"New Orleans, LA",-90.0715323,29.9510658,6/27/2009,1638
231,6,26,2009,Kansas City,KS,5,1,6,0,0,1,0,0,1,NA,"Kansas City, KS",-94.6267873,39.1155314,6/26/2009,1637
232,6,24,2009,Chicago,IL,3,1,4,0,0,1,0,0,1,NA,"Chicago, IL",-87.6297982,41.8781136,6/24/2009,1635
233,6,22,2009,Kansas City,KS,0,4,4,0,0,1,0,0,1,1,"Kansas City, KS",-94.6267873,39.1155314,6/22/2009,1633
234,6,21,2009,Philadelphia,PA,6,1,7,0,0,1,0,1,0,1,"Philadelphia, PA",-75.1652215,39.9525839,6/21/2009,1632
235,6,15,2009,College Park,GA,4,0,4,0,0,1,0,0,0,NA,"College Park, GA",-84.4493725,33.6534427,6/15/2009,1626
236,6,5,2009,Philadelphia,PA,NA,NA,4,0,0,1,0,0,0,1,"Philadelphia, PA",-75.1652215,39.9525839,6/5/2009,1616
237,6,2,2009,Landover,MD,3,1,4,0,0,1,0,0,0,NA,"Landover, MD",-76.8966397,38.9340002,6/2/2009,1613
238,5,31,2009,Phoenix,AZ,2,2,4,0,0,1,0,0,0,1,"Phoenix, AZ",-112.0740373,33.4483771,5/31/2009,1611
239,5,30,2009,Springfield,MA,5,1,6,0,0,1,0,1,0,1,"Springfield, MA",-72.589811,42.1014831,5/30/2009,1610
240,5,28,2009,Birmingham,AL,2,1,3,1,0,1,0,0,0,1,"Birmingham, AL",-86.8103567,33.5185892,5/28/2009,1608
241,5,27,2009,Lenoir,NC,NA,NA,4,0,1,1,0,0,0,1,"Lenoir, NC",-81.5389849,35.9140196,5/27/2009,1607
242,5,27,2009,Canton,OH,0,3,3,0,0,1,0,1,0,NA,"Canton, OH",-81.378447,40.7989473,5/27/2009,1607
243,5,27,2009,Winton,CA,3,2,5,0,0,1,0,0,1,1,"Winton, CA",-120.6132516,37.389383,5/27/2009,1607
244,5,24,2009,Mesa,AZ,4,2,6,0,0,1,0,0,0,1,"Mesa, AZ",-111.8314724,33.4151843,5/24/2009,1604
245,5,24,2009,Toledo,OH,3,0,3,0,1,1,0,0,1,1,"Toledo, OH",-83.5378674,41.6528052,5/24/2009,1604
246,5,23,2009,Milford,DE,NA,NA,5,0,0,1,0,0,0,NA,"Milford, DE",-75.4279748,38.9126129,5/23/2009,1603
247,5,20,2009,Charlotte,NC,4,0,4,0,0,1,0,1,0,1,"Charlotte, NC",-80.8431267,35.2270869,5/20/2009,1600
248,5,19,2009,Washington,DC,4,0,4,0,0,1,0,0,0,NA,"Washington, DC",-77.0368707,38.9071923,5/19/2009,1599
249,5,17,2009,Newsport News,VA,2,2,4,0,0,1,0,0,0,NA,"Newsport News, VA",-76.4730122,37.0870821,5/17/2009,1597
250,5,17,2009,Hazelwood,MO,0,2,2,1,0,1,0,0,1,1,"Hazelwood, MO",-90.3709489,38.7714396,5/17/2009,1597
251,5,14,2009,Bakersfield,CA,NA,NA,4,0,0,1,0,0,1,NA,"Bakersfield, CA",-119.0187125,35.3732921,5/14/2009,1594
252,5,11,2009,Duluth,GA,3,1,4,0,0,1,0,0,0,NA,"Duluth, GA",-84.1446376,34.0028786,5/11/2009,1591
253,5,11,2009,Pendleton,SC,NA,NA,4,0,0,1,0,0,1,NA,"Pendleton, SC",-82.7837514,34.6517733,5/11/2009,1591
254,5,6,2009,Chicago,IL,NA,NA,4,0,1,1,0,0,0,NA,"Chicago, IL",-87.6297982,41.8781136,5/6/2009,1586
255,5,5,2009,Detroit,MI,2,1,3,0,0,1,0,0,0,NA,"Detroit, MI",-83.0457538,42.331427,5/5/2009,1585
256,5,3,2009,Kansas City,MO,NA,NA,4,0,0,1,0,1,0,NA,"Kansas City, MO",-94.5785667,39.0997265,5/3/2009,1583
257,5,2,2009,Lakeland,FL,0,3,3,1,0,1,0,0,0,1,"Lakeland, FL",-81.9498042,28.0394654,5/2/2009,1582
258,4,29,2009,Lennox,CA,5,1,6,0,0,1,0,0,0,NA,"Lennox, CA",-118.3525752,33.9380695,4/29/2009,1579
259,4,26,2009,Liberty City,FL,5,0,5,0,0,1,0,0,1,NA,"Liberty City, FL",-80.2167149,25.8317637,4/26/2009,1576
260,4,26,2009,Washington,DC,3,1,4,0,0,1,0,0,1,NA,"Washington, DC",-77.0368707,38.9071923,4/26/2009,1576
261,4,25,2009,Jacksonville,FL,NA,NA,10,0,0,1,0,0,0,NA,"Jacksonville, FL",-81.655651,30.3321838,4/25/2009,1575
262,4,25,2009,Fairhope,AL,1,3,4,0,1,1,0,0,1,1,"Fairhope, AL",-87.9033261,30.5229719,4/25/2009,1575
263,4,25,2009,Athens,GA,0,3,3,1,0,1,0,0,0,1,"Athens, GA",-83.357567,33.9519347,4/25/2009,1575
264,4,22,2009,King City,CA,4,1,5,0,0,1,0,0,1,NA,"King City, CA",-121.1260287,36.2127439,4/22/2009,1572
265,4,20,2009,Oak Cliff,TX,3,1,4,0,0,1,0,0,0,NA,"Oak Cliff, TX",-96.8743083,32.7203477,4/20/2009,1570
266,4,17,2009,Detroit,MI,4,1,5,0,0,1,0,0,0,1,"Detroit, MI",-83.0457538,42.331427,4/17/2009,1567
267,4,13,2009,Warren,OH,1,2,3,0,0,1,0,0,1,0,"Warren, OH",-80.8184166,41.2375569,4/13/2009,1563
268,4,12,2009,Valdosta,GA,NA,NA,5,0,0,1,0,0,0,0,"Valdosta, GA",-83.2784851,30.8327022,4/12/2009,1562
269,4,10,2009,Rosemead,CA,3,2,5,0,0,1,0,0,0,NA,"Rosemead, CA",-118.072846,34.0805651,4/10/2009,1560
270,4,7,2009,Temecula,CA,NA,1,4,1,0,1,0,0,0,1,"Temecula, CA",-117.1483648,33.4936391,4/7/2009,1557
271,4,4,2009,Graham,WA,0,5,5,1,0,1,0,0,0,1,"Graham, WA",-122.2942839,47.0528789,4/4/2009,1554
272,4,4,2009,Kansas City,MO,5,0,5,0,0,1,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,4/4/2009,1554
273,4,3,2009,Binghamton,NY,4,13,17,1,0,1,0,0,0,1,"Binghamton, NY",-75.9179738,42.0986867,4/3/2009,1553
274,3,29,2009,Santa Clara,CA,1,5,6,1,0,1,0,0,0,1,"Santa Clara, CA",-121.9552356,37.3541079,3/29/2009,1548
275,3,29,2009,Carthage,NC,3,8,11,0,1,1,0,0,0,1,"Carthage, NC",-79.4169711,35.3459867,3/29/2009,1548
276,3,29,2009,Lakeville,MN,NA,NA,4,0,0,1,0,0,0,1,"Lakeville, MN",-93.24272,44.6496868,3/29/2009,1548
277,3,21,2009,Oakland,CA,1,4,5,0,1,1,0,0,0,1,"Oakland, CA",-122.2711639,37.8043514,3/21/2009,1540
278,3,20,2009,Jacksonville,FL,4,1,5,0,0,1,0,0,0,NA,"Jacksonville, FL",-81.655651,30.3321838,3/20/2009,1539
279,3,15,2009,Miami,FL,0,4,4,1,0,1,0,0,0,1,"Miami, FL",-80.1917902,25.7616798,3/15/2009,1534
280,3,12,2009,Conover,NC,0,4,4,1,0,1,0,0,1,1,"Conover, NC",-81.2186933,35.7065217,3/12/2009,1531
281,3,12,2009,North Richland Hills,TX,1,2,3,1,0,1,0,0,0,1,"North Richland Hills, TX",-97.2289029,32.8342952,3/12/2009,1531
282,3,10,2009,Kinston Samson,AL,0,11,11,0,0,1,0,0,0,1,"Kinston Samson, AL",-86.0460518,31.1129539,3/10/2009,1529
283,3,9,2009,Louisville,KY,NA,NA,4,0,0,1,0,1,0,NA,"Louisville, KY",-85.7584557,38.2526647,3/9/2009,1528
284,3,7,2009,Kansas City,MO,3,1,4,0,0,1,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,3/7/2009,1526
285,3,7,2009,Miami Gardens,FL,NA,NA,5,0,0,1,0,1,0,NA,"Miami Gardens, FL",-80.2456045,25.9420377,3/7/2009,1526
286,3,7,2009,Portsmouth,VA,NA,NA,7,0,0,1,0,0,0,NA,"Portsmouth, VA",-76.2982742,36.8354258,3/7/2009,1526
287,3,5,2009,Cleveland,OH,1,5,6,1,0,1,0,0,0,1,"Cleveland, OH",-81.6943605,41.49932,3/5/2009,1524
288,3,1,2009,Largo,MD,6,1,7,0,0,1,0,1,0,1,"Largo, MD",-76.8317325,38.8779723,3/1/2009,1520
289,2,28,2009,Catahoula Parish,LA,NA,NA,8,0,0,1,0,1,0,NA,"Catahoula Parish, LA",-91.9099238,31.7053083,2/28/2009,1519
290,2,27,2009,Houston,TX,NA,NA,4,0,0,1,1,0,0,NA,"Houston, TX",-95.3698028,29.7604267,2/27/2009,1518
291,2,26,2009,Miramar Beach,FL,3,2,5,0,0,1,0,0,1,NA,"Miramar Beach, FL",-86.3585578,30.374367,2/26/2009,1517
292,2,25,2009,South Miami-Dade,FL,0,3,3,1,0,1,0,0,1,1,"South Miami-Dade, FL",-80.2907618,25.7050697,2/25/2009,1516
293,2,24,2009,New Orleans,LA,NA,NA,7,0,0,1,0,0,0,NA,"New Orleans, LA",-90.0715323,29.9510658,2/24/2009,1515
294,2,24,2009,Newark,NJ,5,0,5,0,0,1,0,0,0,NA,"Newark, NJ",-74.1723667,40.735657,2/24/2009,1515
295,2,18,2009,Newark,NJ,NA,NA,6,0,0,1,0,1,0,NA,"Newark, NJ",-74.1723667,40.735657,2/18/2009,1509
296,2,16,2009,New Orleans,LA,NA,NA,4,0,0,1,0,0,1,NA,"New Orleans, LA",-90.0715323,29.9510658,2/16/2009,1507
297,2,14,2009,Brockport,NY,1,4,5,0,0,1,0,0,0,1,"Brockport, NY",-77.9391797,43.2136713,2/14/2009,1505
298,2,13,2009,North Miami,FL,4,0,4,0,0,1,0,0,0,1,"North Miami, FL",-80.1867138,25.8900949,2/13/2009,1504
299,2,4,2009,Seat Plesant,MD,NA,NA,3,1,0,1,0,0,0,1,"Seat Plesant, MD",-76.9066399,38.8962231,2/4/2009,1495
300,1,26,2009,Wilmington,CA,0,6,6,1,0,1,0,0,0,1,"Wilmington, CA",-118.2643567,33.7857948,1/26/2009,1486
301,1,25,2009,Wichita,KS,7,2,9,0,0,1,0,0,0,NA,"Wichita, KS",-97.330053,37.6871761,1/25/2009,1485
302,1,24,2009,Miami,FL,7,2,9,0,0,1,0,0,0,1,"Miami, FL",-80.1917902,25.7616798,1/24/2009,1484
303,1,24,2009,Portland,OR,7,2,9,1,0,1,0,1,0,1,"Portland, OR",-122.6750261,45.5051064,1/24/2009,1484
304,1,10,2009,Glendale,AZ,4,0,4,0,0,1,0,0,1,NA,"Glendale, AZ",-112.1859866,33.5386523,1/10/2009,1470
305,1,9,2009,Chicago,IL,5,0,5,0,0,1,0,0,0,NA,"Chicago, IL",-87.6297982,41.8781136,1/9/2009,1469
306,1,4,2009,Greenfield,CA,4,2,6,0,0,1,0,0,0,NA,"Greenfield, CA",-121.2438138,36.3207998,1/4/2009,1464
307,12,30,2008,Dallas,TX,3,1,4,0,0,1,0,0,0,1,"Dallas, TX",-96.7969879,32.7766642,12/30/2008,1459
308,12,28,2008,Baltimore,MD,5,0,5,0,0,1,0,0,0,1,"Baltimore, MD",-76.6121893,39.2903848,12/28/2008,1457
309,12,27,2008,Denver,CO,NA,NA,5,0,0,1,0,1,0,NA,"Denver, CO",-104.990251,39.7392358,12/27/2008,1456
310,12,26,2008,Lynchburg,SC,3,1,4,0,0,1,0,1,0,NA,"Lynchburg, SC",-80.0609043,34.0523795,12/26/2008,1455
311,12,24,2008,Covina,CA,2,9,11,1,0,1,0,0,1,1,"Covina, CA",-117.8903397,34.0900091,12/24/2008,1453
312,12,12,2008,Trotwood,OH,5,1,6,0,0,1,0,1,0,1,"Trotwood, OH",-84.3113334,39.7972788,12/12/2008,1441
313,12,10,2008,Jacksonville,FL,NA,NA,5,0,0,1,0,0,1,NA,"Jacksonville, FL",-81.655651,30.3321838,12/10/2008,1439
314,12,7,2008,Atlanta,GA,5,1,6,0,0,1,0,1,0,NA,"Atlanta, GA",-84.3879824,33.7489954,12/7/2008,1436
315,12,2,2008,Atlanta,GA,4,0,4,0,0,1,0,0,0,NA,"Atlanta, GA",-84.3879824,33.7489954,12/2/2008,1431
316,11,23,2008,Murfreesboro,NC,1,2,3,1,0,1,0,0,0,1,"Murfreesboro, NC",-77.0985752,36.4423754,11/23/2008,1422
317,11,22,2008,Skyway,WA,3,1,4,0,0,1,0,0,0,NA,"Skyway, WA",-122.2382307,47.4938036,11/22/2008,1421
318,11,21,2008,Stockton,CA,4,1,5,0,0,1,1,0,0,NA,"Stockton, CA",-121.2907796,37.9577016,11/21/2008,1420
319,11,21,2008,Los Angeles,CA,1,2,3,1,0,1,0,0,0,1,"Los Angeles, CA",-118.2436849,34.0522342,11/21/2008,1420
320,11,16,2008,Odenton,MD,2,2,4,0,0,1,0,0,0,1,"Odenton, MD",-76.7002462,39.0839981,11/16/2008,1415
321,11,16,2008,Saginaw,MI,NA,NA,4,0,0,1,0,0,0,1,"Saginaw, MI",-83.9508068,43.4194699,11/16/2008,1415
322,11,16,2008,Dallas,TX,4,1,5,0,0,NA,0,1,0,NA,"Dallas, TX",-96.7969879,32.7766642,11/16/2008,1415
323,11,10,2008,Kansas City,MO,3,1,4,0,0,1,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,11/10/2008,1409
324,11,9,2008,Columbus,IN,3,1,4,0,0,1,0,1,0,NA,"Columbus, IN",-85.9213796,39.2014404,11/9/2008,1408
325,11,9,2008,Boston,MA,4,1,5,0,0,1,0,0,0,NA,"Boston, MA",-71.0588801,42.3600825,11/9/2008,1408
326,11,8,2008,Monticello,MS,3,1,4,0,0,1,0,0,0,1,"Monticello, MS",-90.1073079,31.5537807,11/8/2008,1407
327,11,2,2008,Chicago,IL,7,0,7,0,0,1,0,0,0,NA,"Chicago, IL",-87.6297982,41.8781136,11/2/2008,1401
328,11,2,2008,Long Beach,CA,0,5,5,0,0,1,0,0,0,NA,"Long Beach, CA",-118.1937395,33.7700504,11/2/2008,1401
329,11,2,2008,Orlando,FL,1,3,4,0,0,1,0,0,0,NA,"Orlando, FL",-81.3792365,28.5383355,11/2/2008,1401
330,10,30,2008,Marrero,LA,0,4,4,0,0,1,0,1,0,NA,"Marrero, LA",-90.1003506,29.8993723,10/30/2008,1398
331,10,30,2008,Floral City,FL,0,3,3,1,0,1,0,0,1,0,"Floral City, FL",-82.2967581,28.7499876,10/30/2008,1398
332,10,25,2008,Stockton,CA,NA,NA,5,0,0,1,0,0,0,NA,"Stockton, CA",-121.2907796,37.9577016,10/25/2008,1393
333,10,24,2008,Newark,NJ,4,2,6,0,0,1,0,0,0,NA,"Newark, NJ",-74.1723667,40.735657,10/24/2008,1392
334,10,18,2008,West Hartford,CT,NA,NA,4,0,0,1,0,0,0,NA,"West Hartford, CT",-72.7420151,41.7620842,10/18/2008,1386
335,10,16,2008,Detroit,MI,3,1,4,0,0,1,1,0,0,NA,"Detroit, MI",-83.0457538,42.331427,10/16/2008,1384
336,10,15,2008,North Vallejo,CA,NA,NA,4,0,0,1,0,0,1,1,"North Vallejo, CA",-122.2566367,38.1040864,10/15/2008,1383
337,10,11,2008,Grand Junction,CO,3,1,4,1,0,1,0,0,1,1,"Grand Junction, CO",-108.5506486,39.0638705,10/11/2008,1379
338,10,9,2008,Columbus,OH,0,4,4,0,0,1,0,0,1,NA,"Columbus, OH",-82.9987942,39.9611755,10/9/2008,1377
339,10,4,2008,Glenarden,MD,3,1,4,0,0,1,0,0,0,NA,"Glenarden, MD",-76.8616387,38.9292782,10/4/2008,1372
340,9,28,2008,Columbia,SC,NA,NA,4,0,0,1,0,1,0,NA,"Columbia, SC",-81.0348144,34.0007104,9/28/2008,1366
341,9,27,2008,New Haven,CT,NA,NA,4,0,0,1,0,0,0,NA,"New Haven, CT",-72.9278835,41.308274,9/27/2008,1365
342,9,23,2008,Phoenix,AZ,3,1,4,0,0,1,0,0,1,NA,"Phoenix, AZ",-112.0740373,33.4483771,9/23/2008,1361
343,9,23,2008,Compton,CA,3,2,5,0,0,1,0,0,0,NA,"Compton, CA",-118.2200712,33.8958492,9/23/2008,1361
344,9,19,2008,Grand Rapids,MI,5,0,5,0,0,1,0,0,1,1,"Grand Rapids, MI",-85.6680863,42.9633599,9/19/2008,1357
345,9,19,2008,Columbus,OH,2,2,4,0,0,1,0,0,0,NA,"Columbus, OH",-82.9987942,39.9611755,9/19/2008,1357
346,9,11,2008,Philadelphia,PA,3,2,5,0,0,1,0,0,0,NA,"Philadelphia, PA",-75.1652215,39.9525839,9/11/2008,1349
347,9,8,2008,Irvington,NJ,0,4,4,0,0,1,0,0,1,NA,"Irvington, NJ",-74.2286435,40.7263249,9/8/2008,1346
348,9,7,2008,Tulsa,OK,4,1,5,0,0,1,0,0,0,NA,"Tulsa, OK",-95.992775,36.1539816,9/7/2008,1345
349,9,7,2008,Tulsa,OK,3,1,4,0,0,1,0,0,0,NA,"Tulsa, OK",-95.992775,36.1539816,9/7/2008,1345
350,9,4,2008,Visilia,CA,NA,NA,4,0,0,1,0,0,0,NA,"Visilia, CA",-119.2920585,36.3302284,9/4/2008,1342
351,9,2,2008,Alger,WA,2,6,8,0,0,1,0,0,0,1,"Alger, WA",-122.3412733,48.6198313,9/2/2008,1340
352,9,1,2008,Oakland,CA,4,1,5,0,0,1,0,0,0,NA,"Oakland, CA",-122.2711639,37.8043514,9/1/2008,1339
353,9,1,2008,Camden,NJ,0,4,4,1,0,1,0,0,1,1,"Camden, NJ",-75.1196199,39.9259463,9/1/2008,1339
354,8,31,2008,Las Vegas,NV,5,1,6,0,0,1,0,0,0,NA,"Las Vegas, NV",-115.1398296,36.1699412,8/31/2008,1338
355,8,19,2008,Columbus,NE,5,0,5,0,0,1,0,0,0,NA,"Columbus, NE",-97.3593904,41.4302973,8/19/2008,1326
356,8,13,2008,Chicago,IL,4,0,4,0,0,1,0,0,0,NA,"Chicago, IL",-87.6297982,41.8781136,8/13/2008,1320
357,8,9,2008,Maywood,IL,1,3,4,0,0,1,0,0,0,NA,"Maywood, IL",-87.8431155,41.8791979,8/9/2008,1316
358,8,7,2008,Baton Rouge,LA,3,1,4,0,0,1,0,0,0,NA,"Baton Rouge, LA",-91.1871466,30.4514677,8/7/2008,1314
359,8,5,2008,Roxbury,MA,NA,NA,4,0,0,1,0,0,0,NA,"Roxbury, MA",-71.0913748,42.3151978,8/5/2008,1312
360,7,31,2008,Niagara,WI,1,3,4,0,0,1,0,0,0,1,"Niagara, WI",-87.9948467,45.7713461,7/31/2008,1307
361,7,31,2008,Kansas City,MO,3,1,4,0,0,1,0,0,0,NA,"Kansas City, MO",-94.5785667,39.0997265,7/31/2008,1307
362,7,27,2008,McKees Rocks,PA,NA,NA,4,0,0,1,0,1,0,1,"McKees Rocks, PA",-80.0656106,40.4656244,7/27/2008,1303
363,7,27,2008,Knoxville,TN,7,2,9,0,0,1,0,0,0,1,"Knoxville, TN",-83.9207392,35.9606384,7/27/2008,1303
364,7,25,2008,Washington,DC,NA,NA,6,0,0,1,0,0,0,NA,"Washington, DC",-77.0368707,38.9071923,7/25/2008,1301
365,7,24,2008,Bennett,CO,0,3,3,1,0,1,0,0,0,1,"Bennett, CO",-104.4274609,39.7588736,7/24/2008,1300
366,7,18,2008,Corpus Christi,TX,4,1,5,0,0,1,0,0,0,1,"Corpus Christi, TX",-97.396381,27.8005828,7/18/2008,1294
367,7,17,2008,Atlanta,GA,4,1,5,0,0,1,0,0,0,NA,"Atlanta, GA",-84.3879824,33.7489954,7/17/2008,1293
368,7,16,2008,Saginaw,MI,5,0,5,0,0,1,0,0,0,NA,"Saginaw, MI",-83.9508068,43.4194699,7/16/2008,1292
369,7,14,2008,Grandview,MO,NA,NA,4,0,0,1,0,0,0,NA,"Grandview, MO",-94.5330096,38.8858407,7/14/2008,1290
370,7,13,2008,Detroit,MI,NA,NA,4,0,0,1,0,0,1,1,"Detroit, MI",-83.0457538,42.331427,7/13/2008,1289
371,7,7,2008,Cocoa,FL,4,0,4,0,0,1,0,0,0,NA,"Cocoa, FL",-80.7419984,28.3861159,7/7/2008,1283
372,7,6,2008,Brooklyn,NY,4,1,5,0,0,1,0,0,0,NA,"Brooklyn, NY",-73.9441579,40.6781784,7/6/2008,1282
373,7,6,2008,Pompano Beach,FL,3,1,4,0,0,1,0,0,0,1,"Pompano Beach, FL",-80.1247667,26.2378597,7/6/2008,1282
374,7,4,2008,Milwaukee,WI,2,4,6,0,0,1,0,0,0,NA,"Milwaukee, WI",-87.9064736,43.0389025,7/4/2008,1280
375,6,30,2008,Tracey,CA,5,0,5,0,0,1,0,0,0,NA,"Tracey, CA",-121.4252227,37.7396513,6/30/2008,1276
376,6,28,2008,Raleigh,NC,2,2,4,0,0,1,0,0,0,1,"Raleigh, NC",-78.6381787,35.7795897,6/28/2008,1274
377,6,25,2008,Henderson,KY,1,5,6,1,0,1,0,0,0,1,"Henderson, KY",-87.5900134,37.8361538,6/25/2008,1271
378,6,23,2008,Chicago,IL,4,1,5,0,0,1,0,0,0,NA,"Chicago, IL",-87.6297982,41.8781136,6/23/2008,1269
379,6,23,2008,Corinth,MS,NA,NA,4,0,0,NA,0,0,0,NA,"Corinth, MS",-88.5222702,34.9342548,6/23/2008,1269
380,6,22,2008,Anderson,NC,3,1,4,0,0,1,0,0,0,1,"Anderson, NC",-79.3452987,36.2670807,6/22/2008,1268
